3	.055443615	-1	1	12
5	102439e-9	-9.08011244135689	1	126.75621513763588
9	288765e-9	1.495130815117247	1	686.5121171873652
17	137032e-9	-1.0753830560788815	1	2985.127797117232
33	499805e-9	1.866852500375741	1	12199.670214084104
65	.00131495	1.3955707039613652	1	49063.298240249256
129	.003626044	1.4633884883294588	1	196519.20476280028
257	.012421757	1.7764009139317067	1	786343.1813630232
513	.051283724	2.045631777448142	1	3145639.1755111744
1025	.331023859	2.6903622719252382	1	12582823.174048098
2049	2.380854023	2.8464720574198794	1	50331559.1736823
4097	17.419366959	2.8711411229405375	1	201326503.17359087
8193	126.425427366	2.859522554622984	1	805306279.1735679
16385	955.118702314	2.9173933873437585	1	3221225383.173563
