3	.35671313	-1	1	12
5	105588e-9	-11.722102721817786	1	126.75621513763588
9	566806e-9	2.424409147413782	1	686.5121171873652
17	161655e-9	-1.8099368993676883	1	2985.127797117232
33	523764e-9	1.695998771174097	1	12199.670214084104
65	.001356069	1.3724417809845861	1	49063.298240249256
129	.003912114	1.5285178233243693	1	196519.20476280028
257	.01301536	1.7341949001834167	1	786343.1813630232
513	.054648926	2.0699779265948863	1	3145639.1755111744
1025	.348443615	2.672660170264812	1	12582823.174048098
2049	2.41485752	2.792940946744382	1	50331559.1736823
4097	17.793359158	2.881328922995689	1	201326503.17359087
8193	125.792955196	2.8216403252361935	1	805306279.1735679
16385	929.003756238	2.884633300877289	1	3221225383.173563
