3	.20127939	-1	1	12
5	91874e-9	-11.09725519268737	1	60.19279896290131
9	217761e-9	1.2450170500398707	1	251.02578163897687
17	10002e-8	-1.1224570869421249	1	1017.5046519000708
33	368102e-9	1.8798170781464183	1	4088.164892392444
65	968961e-9	1.396333011041805	1	16375.251852980562
129	.00301257	1.636484259698409	1	65526.71889551826
257	.017249501	2.5174879584040717	1	262134.43171653876
513	.077505805	2.1677497411782762	1	1048566.2828315021
1025	.227387671	1.5527777592037666	1	4194294.207057739
2049	1.699177011	2.901610214175817	1	16777206.168837715
4097	12.752468039	2.9078684274007	1	67108854.14964442
8193	103.637204671	3.022693618335232	1	268435446.140027
16385	903.195642158	3.1234965168286406	1	1073741814.135213
