3	.36269086	-1	1	12
5	146907e-9	-11.269621532969762	1	60.19279896290131
9	120947e-9	-.28052815599781106	1	251.02578163897687
17	225393e-9	.8980677258318898	1	1017.5046519000708
33	714332e-9	1.664152040706348	1	4088.164892392444
65	.002210214	1.629519406295609	1	16375.251852980562
129	.012982044	2.554259583170612	1	65526.71889551826
257	.032871035	1.3402993318025698	1	262134.43171653876
513	.138444273	2.074416587292407	1	1048566.2828315023
1025	.702791244	2.343790841850937	1	4194294.207057739
2049	4.606087502	2.712373696127935	1	16777206.168837722
4097	33.346798395	2.8559345323910623	1	67108854.149644405
8193	253.049389059	2.9237988302963043	1	268435446.14002714
