3	.097349749	-1	1	12
5	147757e-9	-9.3638069691601	1	126.75621513763588
9	587995e-9	1.9925774073767069	1	686.5121171873652
17	27898e-8	-1.075642187846342	1	2985.1277971172317
33	760989e-9	1.4477139005565482	1	12199.670214084103
65	.002304805	1.5986971903515657	1	49063.29824024925
129	.007423904	1.6875333594366282	1	196519.20476280022
257	.044251376	2.5754723566901485	1	786343.1813630232
513	.155031519	1.8087673336640964	1	3145639.1755111744
1025	1.031248137	2.7337580525642284	1	12582823.174048094
2049	6.674264537	2.6942173563553027	1	50331559.17368229
4097	45.141795563	2.757783029873074	1	201326503.17359087
8193	304.33756947	2.753136731278875	1	805306279.1735679
