3	.266833828	-1	1	12.000000000000002
5	12343e-8	-11.078032773113927	1	60.19279896290131
9	79228e-9	-.6396107991129282	1	251.0257816389768
17	116258e-9	.553247706063185	1	1017.5046519000705
33	151428e-9	.3813019984316953	1	4088.1648923924436
65	387384e-9	1.3551323745146224	1	16375.251852980557
129	.001721434	2.151774595752553	1	65526.71889551824
257	.004706743	1.4511182115461965	1	262134.43171653873
513	.018802573	1.998129112577064	1	1048566.2828315019
1025	.080262725	2.093800039801313	1	4194294.2070577387
2049	.312781503	1.962353155320153	1	16777206.168837719
4097	1.370046174	2.1309974130164218	1	67108854.14964441
8193	7.789172629	2.5072455759618326	1	268435446.14002702
16385	52.005597443	2.7391249135834648	1	1073741814.135213
